2020-02-26 21:45:59,740 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-05T16:33:04, amount=2779.33, currency='EUR', detail='Quo possimus id corrupti quod doloribus.'}

2020-02-26 21:45:59,751 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-07T00:16:24, amount=4756.34, currency='EUR', detail='Repellendus et temporibus quae consectetur.'}

2020-02-26 21:45:59,755 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-13T15:28:22, amount=687.76, currency='EUR', detail='Sit odio reprehenderit consequatur et.'}

2020-02-26 21:45:59,759 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-22T01:13:26, amount=-4362.9, currency='EUR', detail='Sapiente optio exercitationem consectetur.'}

2020-02-26 21:45:59,773 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-22T22:25:41, amount=3388.51, currency='EUR', detail='Quaerat quia necessitatibus ut voluptates et asperiores corporis.'}

2020-02-26 21:45:59,776 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-10T03:19:48, amount=-908.62, currency='EUR', detail='Autem sint autem et.'}

2020-02-26 21:45:59,781 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-19T17:55:49, amount=-3255.39, currency='EUR', detail='Cupiditate rerum accusamus quis.'}

2020-02-26 21:45:59,784 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-16T23:15:38, amount=-4275.88, currency='EUR', detail='Sunt veritatis ut accusantium neque repudiandae et.'}

2020-02-26 21:45:59,788 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-15T17:48:20, amount=-3695.84, currency='EUR', detail='Non ut error maiores nihil deserunt dolores.'}

2020-02-26 21:45:59,793 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-23T01:53:44, amount=-1364.14, currency='EUR', detail='Quia vero est nam.'}

2020-02-26 21:45:59,817 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-01-31T12:49:58, amount=-4804.54, currency='EUR', detail='Voluptates sit sed eveniet optio doloremque omnis voluptatem.'}

2020-02-26 21:45:59,821 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-14T08:03:23, amount=-4612.65, currency='EUR', detail='Sunt repellat in fugit quia iste quasi.'}

2020-02-26 21:45:59,825 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-09T04:26:11, amount=-4043.37, currency='EUR', detail='Est enim omnis molestias.'}

2020-02-26 21:45:59,831 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-01T23:56:57, amount=243.37, currency='EUR', detail='Inventore dolor sapiente modi cupiditate harum quia non.'}

2020-02-26 21:45:59,840 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-22T06:38:44, amount=635.76, currency='EUR', detail='Nostrum nostrum consequatur et quisquam.'}

2020-02-26 21:45:59,858 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-20T15:50:18, amount=-3431.17, currency='EUR', detail='Nobis quis vel placeat voluptatibus occaecati quaerat magni.'}

2020-02-26 21:45:59,863 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-16T19:24:14, amount=-3861.78, currency='EUR', detail='Rerum corporis autem.'}

2020-02-26 21:45:59,869 DEBUG b.p.s.u.BudgetPlannerImporter [main] New paymentDaoJDBC created{date=2020-02-18T06:25:50, amount=-1088.01, currency='EUR', detail='Eligendi et rerum occaecati expedita temporibus dolorem.'}

